name,gender
hariesh,m
sahenaj,f
satveer,m
sokin,m
hemraj,m
hrithik,m
gangajali,f
saran,m
ruchit,m
monti,m
ruksar,m
mohabbat,m
gyarsi,f
saurav,m
divy,f
asanti,f
budhram,m
ramhet,m
benjeer,f
awdhesh,m
rampayari,f
ramnarayan,m
davendra,m
bunty,m
ahmed,m
vidhi,m
jhingi,f
reetima,f
amrat,f
veenu,f
jaimala,f
sarbari,f
munnadevi,f
daya,f
kashif,m
sahgufta,f
nasim,m
chajju,m
mahjabi,f
dorilal,m
pushpanjali,f
varda,f
diljan,m
tajinder,f
gamer,m
hasnain,m
pritibha,f
sufian,m
somender,m
banshi,m
murad,m
khusbu,m
nusrant,f
soyab,m
sntosh,f
bhani,m
darshan,m
minakumari,f
husina,f
pammy,f
taslim,m
sahab,m
dhaniya,f
rajkaranta,f
sarojani,f
shakhtnsana,m
satbir,f
ashlam,m
mohmed,m
sirazudeen,m
mam,f
kamla,m
aphsana,f
siddhi,f
tayab,f
gurmala,f
hiten,m
rajeet,m
nandkishore,m
mitlesh,m
deou,f
anandi,m
mudsir,m
hare,m
anli,m
piyus,m
dumani,f
rauf,m
shanshak,m
mukat,m
ranni,f
chaman,f
parshotam,m
feflibai,f
captain,f
lalital,m
sardhu,m
jhamaku,f
muskarn,f
hazira,f
sultana,f
ajnoor,f
irsad,m
ashishi,m
sumanthra,f
matbar,m
layba,f
alina,f
lawrence,m
afjal,m
abu,m
radhab,f
deeksha,f
vedanand,m
shajid,m
hudi,f
gila,f
batul,f
ramniwas,m
jeta,f
chakra,m
soonam,f
rajinder,m
banarsi,m
mehinder,m
shagufta,f
smradhi,f
talim,m
mohar,m
ravidutt,m
nadu,f
mahveer,m
sourab,m
rambai,f
mooli,f
sheak,m
neeli,f
jarif,m
muslima,f
savina,f
hasibullah,f
sibanaz,f
sarwan,f
sanjai,m
gahnshyam,m
girishi,m
jugender,m
har,f
harishen,m
faizan,m
suchitra,f
sarif,m
sharanjeet,m
jaiguna,f
dharamveeri,f
sabanam,f
janwi,f
parmood,m
hasbul,f
kishana,f
premjit,f
mholani,f
gurupreet,m
mankuri,f
rinka,m
jaslin,f
lavli,f
babbu,f
janmesh,m
rishipal,m
dhanwati,f
sanjay,f
noorpa,f
sohan,f
jacky,m
ajman,m
mallika,f
nepal,m
mudrika,f
sotaj,m
ashtha,f
juhewuddin,m
gulshana,f
sajmeen,f
kupooja,f
kalyani,f
naveeda,f
banju,m
haneef,m
bhram,m
ruksaar,f
firtu,m
umardaraz,m
sheh,m
sawrn,m
lakki,m
jhunnu,f
rijwan,m
satish,f
omprakesh,m
aktri,f
ghisaram,m
tejender,m
hemanti,f
dharmraj,m
gyandeep,m
mamt,f
hari,f
subhagya,f
atitaj,m
banu,f
maahi,f
kanchn,f
roopsingh,m
sasibala,f
gulnaz,f
billu,f
salini,f
poojavarsha,f
asmit,f
furkan,m
jiya,f
amba,f
gango,f
chhitar,m
vickky,m
isnesh,f
aaditya,m
shardha,m
ashish,f
chorag,m
any,f
rajinder,f
surjeet,f
vipin,f
mem,f
sheetal,m
satyvati,f
mustikeem,m
annielal,f
prabha,f
mukeem,m
manudeen,m
vandhana,f
satrudan,m
deewan,m
nassin,f
ahsan,m
gawri,f
kunod,m
sagan,m
ashanjali,f
dimpu,m
bivla,f
jameela,f
aishe,f
sajan,f
divansh,m
jacob,m
kalla,f
rabin,f
jalsingh,m
satayanarayan,m
ratikant,m
shabila,f
jainub,f
geetali,f
jioty,f
parashu,m
kirshna,m
kaptan,m
shital,m
nidhi,m
birij,m
khuma,m
bikram,m
ratiman,m
farhan,m
dishant,m
gulsha,f
samman,f
premwati,f
anamika,f
shabir,m
liyakat,m
para,f
minaxi,f
samaiali,f
hashrat,m
muli,f
sarves,m
midda,m
jasveer,f
tabssum,f
rajdut,m
koshalya,f
jile,m
so,m
chanderwati,f
shulekha,f
parbhu,m
cheete,m
charnjeet,m
ramsingh,m
chain,m
amiraka,f
bhudhashen,m
dashrath,m
yogendr,m
sadhu,m
amiri,m
sampat,f
joni,m
hadisha,f
moti,m
suhail,m
laja,f
dvndavva,f
khasbhoo,f
anushka,f
puranmal,m
nabila,f
babby,f
sachi,m
sajiya,f
mehrunisha,f
hitender,m
adan,m
pulkit,m
sispal,m
jwala,m
isharar,m
ragni,f
aajam,m
huseni,f
samoti,f
aajad,m
munajir,m
jiwan,m
kartar,m
sujanti,f
kanchaniya,f
salomi,f
naziya,f
hongsi,f
devkali,f
saviha,f
dharminder,m
rachnawith,f
sukhdevi,f
bsram,f
fauina,f
pushpendra,m
kale,m
roji,m
gaitri,f
trannum,f
beti,f
dolat,m
biru,m
dilkhush,f
urvarshi,f
arati,f
bhrat,m
monini,f
harsh,f
hoor,f
girishchandra,f
saad,m
chet,m
permeshwar,m
rema,f
santu,m
monti,f
ramba,f
divaraj,m
ashshwer,m
jahagir,m
fitrat,m
magat,m
twenkle,f
sunil,f
eklok,m
akib,m
santlal,m
tajrani,f
fulmiya,m
laxmanram,m
joholal,m
parsnath,m
shakuntlababy,f
anekha,f
hira,m
parsuram,m
puneet,m
mithalesh,f
bhole,m
tehmina,f
fareen,f
sudershan,f
kush,m
magla,f
premnarayan,m
shivaji,m
shivam,f
bhawar,f
sitar,m
bushra,f
sithal,f
yuveraj,m
bhumika,f
sukhram,m
misri,m
onginye,f
alis,f
mandu,m
subrati,m
beeru,m
bheem,m
sohani,f
surajpal,m
lakhvinder,m
nanda,f
sharmila,f
dipanshu,m
wali,m
shrotam,m
brijpal,m
parjinder,m
deepali,m
shabbenour,f
pyarelal,m
asraf,m
antima,f
balalia,f
randheer,m
mukeemuddin,m
nathiya,f
ithilesh,m
tulcharam,m
atanu,m
rinukanwr,f
bishesh,m
jaiprkesh,m
javal,m
rukya,f
kaval,m
ombir,m
puswa,m
sheeak,m
achin,m
bakila,f
arunkumar,m
ahsamin,f
kamraan,m
rasab,m
padma,f
mony,f
madhwi,f
sidarth,m
mahlikka,f
biitu,m
ajmal,f
mulina,f
ishu,m
sorav,m
gaytree,f
amuda,f
naviya,f
sabreen,f
mangeshwar,m
shukveer,m
fahim,m
rupender,m
hanni,m
geernish,m
udaiveer,m
omesh,m
mehphal,m
anjani,f
ruhhena,f
mobsheera,f
sajana,f
suraj,f
nanku,m
rajbeer,m
amritha,f
veera,f
tarun,f
njare,m
khubchand,m
bima,f
balti,f
baldev,m
koyal,f
gulwasha,f
deerendra,m
ujjam,m
mukti,f
hamza,m
bhanmati,f
jisan,m
suryanath,m
rafal,m
vishwanath,m
mercy,f
rukhsna,f
moolchul,m
sudarshan,m
lalmuni,f
saroj,m
revti,f
janardhan,m
santrm,m
marjana,f
ganita,f
ghansyam,m
yasar,m
pista,f
amin,m
dhara,m
kauslender,m
shymo,f
savia,f
prinkya,f
gomti,m
muslim,m
ansar,m
nano,f
dharmshila,f
shushil,m
bharma,m
harbir,m
samra,f
sunilrawat,m
alima,f
gyanender,m
jubed,m
hardam,m
pariksha,f
chandar,m
ramsem,m
rubby,f
vipulander,m
zanmi,m
ramsati,f
dev,f
moral,f
bishun,m
allaraji,m
gyarsi,m
baijnath,m
bitto,f
simmi,f
gorv,m
sunitha,f
buity,f
mobarkar,m
master,m
bholi,f
sutiya,f
mandan,m
pahalwan,m
jashinal,f
ajan,f
indu,m
bikki,m
ramli,f
nrendr,m
rukhsar,m
bintu,m
surjiya,f
panmati,f
shagufta,m
poornima,f
rashid,f
junaid,f
nadem,m
nirutma,f
sehnaaz,f
nelson,m
munkad,m
shubhm,m
jedu,m
kareshan,m
prkesh,m
diwansi,f
tribavan,m
nitasha,f
shanaj,f
meva,f
mittopuri,m
pramatma,m
abha,f
chanchala,f
benjir,f
runiya,f
nitika,f
jaimati,f
nasrul,m
shobha,m
baksi,m
husana,f
mehtab,m
saru,f
phulbi,f
sombir,m
satyvrat,m
subhdra,f
shashwat,m
dakch,m
raji,f
gulran,f
rvina,f
risabh,f
haridutt,m
bhura,m
sedarath,m
ritik,m
ramkiashan,m
mahinder,m
jhakar,m
puspak,m
lakshmi,m
balmiki,m
belo,f
nandita,m
juber,m
shekiba,f
sankarlal,m
salin,m
manni,f
sumnesh,m
harneet,f
shelendra,m
tejender,f
fakrrudeen,m
horam,m
kaloo,m
gunanidhi,m
bhavana,f
bijali,f
khadak,m
surti,f
shbana,f
shakun,f
laddha,m
meeta,m
vishvanath,m
ruhi,f
amina,m
santo,f
gajendra,m
taar,m
bherav,m
luxmi,f
tilk,m
istikar,m
nasrin,f
jeba,f
aagad,m
sone,m
kapiil,m
rimpi,f
lalaram,m
aansu,m
surat,m
nishal,m
yaksh,m
harak,m
sarwesh,f
raghbir,m
farmeena,f
nithyanandham,m
gopi,m
kanheya,m
shalig,m
anuska,f
sachidanand,m
ashiqu,m
soam,f
harmeet,f
najo,f
amba,m
chanderpati,f
sohnal,m
amardeep,m
aparna,f
aditiya,m
kamre,m
sarik,m
mamta,m
badrulla,m
sayana,f
tanjeem,f
robert,m
ujir,m
jaiveer,m
nimesh,m
ushman,f
sharda,m
matok,m
ekamjeet,f
shrimati,f
rajend,m
tasleem,m
ranju,m
bhagwanaram,m
sakiran,f
ansal,m
ruchika,f
surgyan,m
taiyab,m
rusan,f
pushpa,m
lalchand,m
dhaney,m
pushank,m
ramkhilawan,m
manender,m
pariti,f
deepchand,m
abusala,m
bandana,f
rajnesh,m
tashnim,m
hakimuddin,m
shanti,m
shahbuddin,m
shahzad,m
navjoot,m
sanwar,m
ojas,m
khushnaseeb,m
chnada,f
mogli,m
preet,f
dimpal,m
afshar,m
titu,m
mani,f
nazani,f
sayari,f
shruti,f
minaksi,f
janesh,m
metily,m
resmi,f
somanti,f
ramkali,f
amarmula,f
bharatlal,m
bisto,m
mukhtaar,m
nandi,f
kashiram,m
ajju,f
sayra,f
sadhna,m
sangit,m
narender,f
roopam,f
sameeruddin,m
faqir,m
bittoo,m
kachan,f
najni,f
narendar,m
kaushar,m
jesmin,f
shivbhagvan,m
sachi,f
anusoya,f
hiri,f
praveena,f
ehasan,m
baudi,m
shaifali,f
brajendra,m
sahnabaj,m
shahbaz,m
bodu,m
veerendra,m
jagmohan,m
mehar,f
talvender,m
neela,f
soba,f
jakra,f
doly,f
shanwaz,m
dishu,f
pankaj,f
talib,m
gulshafa,f
saida,f
montu,f
kushbu,f
juna,f
rachnu,f
sohal,m
sadod,m
vipun,m
latur,m
deena,f
ashiya,m
sahib,m
anandu,m
omprkesh,m
raniya,f
lakhwinder,m
ravishankar,m
pramil,f
yashdhra,f
parvinder,f
ashmin,f
omjone,m
kamta,f
kalma,f
shiba,f
kalip,m
kaif,m
mahzbin,f
taruna,f
fija,f
radheyshyam,m
megharam,m
rupender,f
chintan,m
joydeep,m
pphola,m
malvika,f
guddo,f
bachheshwar,m
birajbhushan,m
yashodha,f
nakched,m
amandeep,m
gyanendra,m
durgashankar,m
altab,m
nur,m
sarju,f
reekha,f
birgesh,m
nagia,f
chuni,f
tajwar,m
hurji,f
satya,f
tarachand,m
param,m
skunatla,f
sahnaz,m
shimala,f
bhajju,m
izhar,m
ansul,m
mahasingh,m
kasumbi,f
mero,f
afshana,f
amrooti,f
nijam,m
mogan,m
ramkish,m
shrawan,m
siddarth,m
shayra,f
reka,f
safik,m
rafi,m
vikaram,m
fara,f
jabir,m
minitwa,f
sanaali,f
yatin,m
ishmita,f
badnath,m
budhu,m
jasodha,f
supna,f
adi,m
anuu,f
subhan,m
rupan,m
vishva,m
umme,f
rukshan,f
sufiya,f
ashraf,m
saroop,m
phalguni,f
hardas,m
prameshwar,m
parvesh,f
gurjeet,f
parshu,m
harbansh,m
santa,f
tashkkur,f
dhanu,m
amida,f
lucki,m
givinda,m
hazra,f
zareena,f
bali,f
bhawani,f
nazmaa,f
basanta,m
mmta,f
rojmeri,f
mehwish,f
rameh,m
parven,m
shispal,m
sahima,f
eshavarya,f
yeshpal,m
visvajeet,m
ujamma,f
chotelal,m
anupuma,f
vakeel,m
sabenoor,f
popinder,m
sarasvati,f
aakas,m
akilesh,m
astha,f
maheswari,f
kaishav,m
yashika,f
manshi,m
makan,m
meharuddin,m
batasi,f
sabna,f
kartika,f
joyaa,f
animesh,m
samrin,f
twinkil,f
shirishty,f
nanni,m
aarifa,f
kulina,f
jamal,m
mahroj,m
virnit,m
rghuraj,m
dhisa,m
mumtaj,m
azruddin,m
tohmeena,f
jayesh,m
sitra,f
sano,f
kailash,f
manni,m
shabi,m
kashi,m
samiksha,f
mumtaz,f
shivyalam,m
chitranjan,m
chitu,m
rizwaan,m
sarmila,f
gagan,f
abhilash,m
vazid,m
jiyaul,m
tafsir,m
aneeta,f
abhinash,m
raghuvir,m
mhega,f
noorin,f
shyamwati,f
nibo,f
kanishakraj,m
girjesh,m
dulari,f
sintu,f
kalusingh,m
kirann,f
kmo,f
tavrej,m
succha,m
sabeer,m
mitnu,m
gollu,m
nuraish,f
bhoopsingh,m
deen,m
ramgopal,m
rajni,m
gulsan,f
mudasar,m
gotam,m
ratn,m
santro,f
labbhi,f
sunarkali,f
lisha,f
chanderbal,m
aarav,m
chunaram,m
ashwani,f
prittam,m
aachal,f
buchhi,f
saheen,f
sahnawaz,m
sadip,m
azaz,m
najara,f
chandi,m
amarjit,m
hom,m
gulnanj,f
guru,m
mh,m
parshant,m
kunden,m
sundeep,m
chanchl,f
katyayani,f
avantika,f
shalesh,f
ravindr,m
shamim,f
jalwad,m
lavkush,m
surja,m
nosi,f
alk,m
vihsal,m
radhamohan,m
naman,m
ajay,f
sunita,m
baby,m
avaz,m
ujjwal,m
rabpreet,m
subhod,m
sundga,f
gosia,f
jitendr,m
naseem,f
munny,f
pritee,f
nilofer,f
raghuvinder,f
naushi,f
khangara,m
shiv,f
sunarki,f
pancham,m
ashrfi,m
gonsan,m
karma,f
amrta,f
bhagay,f
gladwin,m
meti,f
rsjesh,m
rosanjahan,f
jani,m
shobharam,m
sorbh,m
tajinder,m
silvia,f
victor,m
abhaki,f
poshetty,m
deepu,f
iklakh,m
injum,f
ajmit,f
chandrawati,f
dilshana,f
rawi,f
bindu,m
phoola,f
jimmi,m
pavi,f
vaibav,m
vimal,f
kalpna,m
nittin,m
saud,m
akaash,m
kasish,f
birtha,f
kamrudeen,m
shrinath,m
shivprakash,m
dhola,f
shusila,f
tushal,m
mamita,f
karshana,f
inkoo,m
pushpendr,m
rekhwan,f
jagdesh,m
chhotudevi,f
rippi,f
abhimanu,m
jishant,m
aluddin,m
sanoj,f
rada,m
bulet,m
hukam,m
maujim,m
brahamprakash,m
patender,m
razim,m
amrjeet,m
sanjan,f
prableen,f
manikchand,m
mujibu,m
praful,m
samer,m
nafe,m
reeti,f
munnawar,m
lakshaya,m
rehmat,m
ramdhan,m
mandira,f
chhanoyar,m
bidami,f
hazrat,m
snah,f
dhaneshwari,f
nimla,f
munni,m
shadab,m
syama,f
swapanesh,m
gulashan,m
jya,f
pareeti,f
nathu,f
suchit,m
monu,f
bhuwan,m
mamata,m
arjina,f
sarthak,m
fakerey,m
rafikan,f
suchita,f
vishanu,m
fauji,f
bhemji,m
bagaram,m
govind,f
susmata,m
chatter,m
vikki,f
rozy,f
jeevanlata,f
vijayta,f
husno,f
afroz,f
sehboob,m
nek,m
jaidev,m
tanvir,f
sabbab,m
kailashi,f
khubshu,f
alam,f
dharamender,m
kushma,f
vidisha,f
veermati,f
jimi,m
sharuna,f
himashu,m
bahwana,f
arvinder,f
pool,f
umakant,m
dhurpati,m
kasid,m
pabu,f
gulshad,m
ramakant,m
pujja,m
switi,f
swedesh,m
mukram,m
nikhat,f
girijarani,f
sudma,f
amot,m
nanveet,f
durg,m
sitare,m
zahir,m
rijvan,m
sukrita,f
kamalkishore,m
narayn,f
rajputra,m
birmadevi,f
mehak,m
anjani,m
aazad,m
joyate,f
roopnarayan,m
meghanath,m
shrishti,f
prakshi,f
saizad,m
shushma,f
surindera,m
multan,m
happy,m
seekha,f
ibraheem,m
pokhar,m
imsaan,m
ramu,f
lallu,m
mahboob,m
subhangi,f
dama,m
manfool,f
dhamini,f
jaquir,m
love,m
akshit,m
sahabudeen,m
janaki,f
mustfa,m
kouchu,m
sahun,m
bachhu,m
vidyadatt,m
masum,f
arnab,m
subin,m
piyari,f
chando,f
arnabjit,m
buhan,m
inayat,m
dhanpati,f
satwanti,f
gulafsa,f
gambhir,f
vashila,f
durvesh,m
dhramveer,m
vahid,m
mitthu,m
radha,m
sohel,m
joginder,f
gulfasha,f
ashik,m
kabir,m
eshwari,f
kusumakar,m
choga,m
parmita,f
shadhana,f
asmin,f
srikant,m
rajlaxmi,f
sarin,f
rajshree,f
parmjeet,f
rejaul,m
devik,m
dhuruv,m
mishri,m
indra,m
kiswar,f
bhagwat,m
avinsh,m
naisi,m
jai,f
sushant,m
virat,m
savreen,f
bhura,f
kanhyalal,m
virjiniya,f
maninder,m
arindra,m
parmodh,m
ramdevi,f
vineeta,f
maneesha,f
yameen,m
jaga,m
dhanni,f
syed,m
leo,m
anamol,m
murtibai,f
sheenu,f
neesa,f
taj,m
chhamo,f
arhiyant,m
vijaynti,f
balveer,m
sauni,f
hasir,m
niksiya,f
ramsawroop,m
raghu,m
umrawti,f
faim,m
rohila,f
barham,m
iliyas,m
saral,f
narbada,f
silpi,f
asagar,m
vrendra,m
groti,f
firoj,f
gurubaksh,m
ilyaash,m
ahshan,m
devkran,m
sukheeya,f
ilesh,m
prasant,m
gul,f
ruzina,f
parvati,f
lakh,m
sahishta,f
vaijanti,f
mayur,m
viraj,m
premlata,f
traun,m
kaushik,m
gouri,m
azam,m
rampaal,m
dana,m
konika,f
navendra,m
dwarika,m
gyanwati,m
phoolwati,m
mastan,m
tranoom,f
daljeet,m
attar,f
shimpi,f
hanja,f
sanat,m
jhansi,f
taiyaybh,m
miha,m
kala,m
badshya,m
kumod,m
rookmani,m
dikksha,f
muzamiil,m
roma,f
sejan,f
subhagi,f
galu,m
amrudin,m
channu,f
khushnasiba,f
nekki,f
sanavvar,m
saveena,f
fhaishal,m
akashya,m
nafish,m
urwashi,f
shahgujta,f
tabasum,f
shoan,m
harikishan,m
sazzad,m
modh,m
najarana,f
akhalak,m
somi,f
chitro,f
risiraj,m
baga,m
mahender,f
chotibai,f
sheilesh,m
vidhavati,f
tejvir,m
meeno,f
menu,f
sumita,f
surgayan,m
bannu,m
samaprveen,f
fareena,f
sanjogta,f
tulsa,f
harkali,f
nazrin,f
ishita,f
mhosin,m
saiyada,f
balam,m
devanti,f
guman,m
ashma,f
parmanand,m
julfi,m
anwari,f
tirlok,m
tek,f
beera,f
similata,f
akhilesh,f
tayab,m
harprit,f
newal,m
garib,m
prezi,f
purva,f
rohaan,m
mansavi,f
aesha,f
harison,m
jhalla,m
yasoda,f
durgalal,m
soona,f
sadur,m
palaram,m
munne,m
vaibhav,m
keta,f
munjira,f
shittal,f
irfan,f
chandpreet,m
kavilash,m
kehkasa,f
binpal,m
sen,f
samsudin,m
dhawal,m
prabhjeet,m
bahnu,f
harvindra,f
akbar,m
adiba,f
bohati,f
rini,f
mangla,m
rehmati,f
shyad,m
bachcha,m
dharmendr,m
imtyaz,m
sajida,f
khairu,f
deepka,f
sharad,m
harees,m
hosiyarilal,m
sehzad,m
nazneen,f
subato,m
harinarayan,m
sawati,f
inaam,m
jaivind,m
aariv,m
jasveer,m
jorj,m
shanah,f
laxminarain,m
najrin,f
fazin,f
gyaan,f
kherul,f
vasida,f
chango,f
chandrika,f
usha,m
jasvinder,m
endrajeet,f
hemavanti,f
rajeshvr,m
aasa,f
ajkati,f
tapender,m
shaili,f
gulsana,f
faizur,m
majidunisha,f
kedarnath,m
moona,f
nabav,m
amasi,f
veerpal,f
imtiaz,m
bhupendri,f
nooruddin,m
fazia,f
bajrangi,m
shasi,f
meer,m
nirjla,f
sodan,m
bhagvati,m
deepanshu,m
anchal,m
sehrunisa,f
srheeram,m
rushali,f
prabhjit,m
pryinka,f
avadh,m
aejaz,m
veronika,f
rahu,m
afsari,f
tabsum,f
samit,m
hammad,m
trilock,m
nicharon,f
sham,m
aanil,m
hament,m
sarabjeet,m
tiwankle,f
manesh,m
safiq,m
sohil,m
rajbiri,f
chhaya,f
jully,f
chhanya,f
krashna,f
vironika,f
manali,f
oli,m
birmo,f
parkashi,f
aardhna,f
anwari,m
shalender,m
kausal,m
tikku,m
momin,f
sagiran,f
jat,m
abhash,m
mansharam,m
asiya,f
guddibai,f
rajudi,f
randeep,m
imtyaj,m
anzum,f
lakshy,m
preyojit,m
aphasana,m
vijeta,m
shilap,f
vishal,f
kalpadma,m
vivek,f
safia,f
poga,f
vashu,m
mega,f
wasimuddin,m
rameswar,m
ranvir,m
shyamvati,f
deepika,m
rani,m
naima,f
nensi,f
monny,f
shankuntla,f
sirjna,f
sanny,m
anupam,m
vipol,m
bundel,m
chhano,f
monam,f
panchma,f
kantil,m
sunpreet,f
perdeep,m
jagdambika,m
data,m
shoiba,f
ugma,f
shakina,f
zahira,f
ilyas,m
jasvant,m
anshum,m
jawhar,m
satyapal,m
hardass,m
serul,f
manohari,f
amzad,m
jasvir,m
milap,m
nasrudeen,m
pritesh,m
asman,f
deni,m
mangeram,m
said,m
murarilal,m
manbhar,f
baikunthi,f
aswani,f
misbah,f
ishwer,m
nirbhay,m
saidul,m
rahina,f
anjeev,m
samon,m
ramaiya,f
dhukhu,m
parmeswari,f
sajini,f
ruksin,f
lehru,m
iqarar,m
asho,f
dhakha,f
hararat,m
amratalal,m
manjusha,f
maheshar,f
ranjeeta,f
eliyas,m
khshbu,f
rubjaan,f
vasa,m
dhapoo,f
tyara,f
sujal,m
smshida,f
mookan,m
souvik,m
jaismeen,f
sabhana,f
choti,f
ramkumari,m
ajeem,m
manoish,m
aasha,m
jauli,m
ramfare,m
umesha,f
radhabai,f
fiyaz,m
rinesh,f
bimlesh,m
biran,m
vishesh,m
knheyalal,m
nikil,f
prity,f
gurdeep,f
rambhajan,m
nadhim,m
bulad,m
manpritkour,f
alahbasri,f
nishith,m
avi,f
lovely,m
jaiparkash,m
amie,f
joria,m
jarnail,m
bhiki,f
goldy,f
shahboob,m
tekchand,m
ishatkar,m
rattan,m
shine,f
balak,m
surjit,m
shoukat,m
sabrin,f
farana,f
gali,f
daler,m
firoz,f
libin,m
prabhash,m
bunda,m
alhamdi,f
pratha,m
ajnabi,f
neeven,m
dinkar,m
rajkiran,m
sharmistha,f
bhure,m
aamrin,f
raheesh,m
israr,m
maaya,f
nawed,m
chnda,f
richaraj,f
amreeta,f
harbai,f
isthar,m
sandiya,f
kamakshya,f
narpendra,m
pargati,f
yatharth,m
anjara,f
shanichari,f
pallvi,f
nisat,f
surajmal,m
rai,m
mansha,f
harbas,f
barj,m
ashad,m
shravani,f
saviti,f
seeva,f
chhotelal,m
shahwaj,m
mahmun,f
chhinderpal,m
bobi,m
lada,f
ashnu,f
dwarika,f
priyak,f
nurbi,f
basiran,f
benu,m
varsh,f
grpreet,f
manvir,m
bhojaram,m
nimahe,m
baichan,m
penzin,m
ismaliye,f
poma,m
kulvinder,f
yaadram,m
farhaja,f
latoor,m
laltes,f
kamaal,m
ramdutt,m
shivalika,f
shilly,f
farhib,f
priyaki,f
kismti,f
afzaj,m
sushil,f
rupal,f
rishu,m
gungun,f
tak,m
jhunna,f
halkuji,m
yasodha,f
shiraj,m
badri,f
zoya,f
padama,f
salmam,m
jhora,f
bhagwanti,f
batu,m
tool,m
ruplal,m
aditya,f
ajaj,m
yadho,m
syham,m
suhagini,f
jincy,f
pappe,m
amirul,f
darshana,f
amena,f
palvinder,f
vibha,f
sonali,m
mili,f
daaud,m
repu,m
shazad,m
sunayna,f
vaibahv,m
atish,m
ravindar,m
ladla,m
razida,f
satrughan,m
maneeta,f
avid,m
abhi,m
sayeri,f
sharjprit,f
prannab,m
puspender,m
pandu,m
dineesh,m
minakchi,f
poojadevi,f
depander,m
harbinder,m
desh,m
lad,f
jeeya,m
lawli,m
husnara,f
ashmi,f
gulkasha,f
saieman,m
angan,m
joya,f
jayshing,m
muzmil,m
naraini,f
ramjan,m
sidhi,f
shika,f
sarabjit,f
sinil,m
ravinda,f
somdath,m
nachita,f
saheed,m
kalwant,m
hamim,f
durgash,f
puspendar,m
shaswat,m
kripal,m
putulu,f
harman,m
dilish,f
kaari,m
sanaullah,m
shatish,m
vijaya,f
rupendra,m
bulbul,f
istkhar,m
zuber,m
sumedha,f
chandermani,m
nitam,f
sumant,m
saddiq,m
maksud,m
dharma,f
satyavati,f
shisupal,m
kushagra,f
salesh,m
nini,f
nimmy,f
yuvraj,m
shefali,f
manka,f
rambhool,m
brkha,f
aayesha,f
bhart,f
soheb,m
pooga,f
rosina,f
bagga,f
sidhart,m
arbana,f
shadhik,m
tisha,f
shabra,f
bapu,m
mausam,f
musra,f
barjesh,m
kanda,m
usmaan,m
roshanlal,m
nawali,f
shalid,m
sujan,m
muskhan,f
sahajaha,m
subesh,m
lookman,m
prete,f
firoza,f
ponam,f
kirshna,f
munnem,m
kirashan,m
agrej,m
sisty,f
dipeeka,f
mohad,m
hemlat,f
dipu,m
gilbahar,f
mairi,f
chotum,m
shur,m
mangta,m
shneha,f
hailena,f
nathuram,m
ganpati,m
sidheswar,m
ruchendra,m
punarjyoti,m
nikhad,f
sarain,m
minkashi,f
santi,m
ammar,m
seti,m
narmada,f
baniya,m
bhagvaan,m
pardhuman,m
dilshadi,f
khursheed,m
paru,f
harjeet,m
yogita,m
mujeeb,m
aanu,f
nilofar,f
nishar,f
zainab,f
ishtkar,m
anoura,f
yogeshwar,m
udal,m
lakhamichand,m
lekhraj,m
sazi,f
veeru,m
daks,m
sanchit,m
munmun,f
bhanwer,m
sugana,f
preeti,m
chootu,m
pallawi,f
shahrish,f
rukiya,f
bindiya,f
sahna,m
dildar,m
sanoshi,f
manita,f
afridi,m
gudiya,m
tasmina,f
balwanti,f
smriti,f
taj,f
pushpender,m
diwakar,m
raveena,m
maryam,m
jibanti,f
aalina,f
bhavuk,m
mangelal,m
kana,m
najimuddin,m
harshi,f
keval,m
vashudev,m
rahimun,f
saeshta,f
jainarayan,m
parlad,m
nathani,m
manda,f
shakti,f
punia,m
sateesh,m
shakutal,f
taran,f
salaman,m
vickey,m
bato,f
shilu,f
goopi,m
sehzada,m
kulwant,m
abishek,m
rudmal,m
mehruddin,m
anikesh,m
salina,f
laksh,m
dhermendra,m
turveny,f
bunti,m
man,f
kanok,m
kedarmal,m
ilayat,m
balvinder,f
tabbusum,f
pammi,f
subhapal,f
istyara,m
doulat,m
tavinder,m
dilbag,m
shishul,m
tepu,m
gajraj,m
anjna,f
sinaa,f
andhav,m
vithal,m
phooleshwar,m
shardanand,m
sohanpal,m
sampat,m
yusaf,m
gurdarshan,m
shafi,m
sudhata,f
manchan,f
prami,f
harinder,f
pinkey,f
bhahadur,m
girwer,m
minaxni,f
mokida,m
prati,f
alkha,f
samsung,m
sajim,m
rajna,m
asharani,f
ishawar,f
japneet,f
lajja,f
kifayat,m
numesh,m
jantarpal,m
abhisekh,m
utkarsh,m
birajpal,m
vajid,m
gulzar,m
januka,f
mehandi,m
rajanti,f
anguri,f
bhagipuri,m
sararwati,f
rojmen,f
preena,f
sadre,m
umardeen,m
bhiwani,f
rahat,f
kinya,f
kulbhushan,m
koshlya,f
papu,f
satan,m
peenu,f
navleen,f
ambiya,f
baliya,f
gangadhar,m
avinas,m
jaisigh,m
shekh,m
rajna,f
madhan,m
noojo,f
affan,m
arthi,f
manmeet,f
sudhdev,m
trepti,f
bhauk,m
fareem,f
bharu,m
lalita,m
sabba,f
madhubala,f
muskan,m
gurvinder,f
ashfaq,m
shathi,f
seelam,f
julfikaar,m
gutam,m
gurdeep,m
dropti,f
zuhaib,m
akheelesh,m
shiena,f
gurprit,m
mihir,m
tarnnum,f
